EMPLOYEE_ID,GENDER,AGE,EDUCATION,EDUCATIONFIELD,COUNTRY,JOBROLE,YEARSATCOMPANY,BUSINESSTRAVEL,DEPARTMENT,ENVIRONMENTSATISFACTION,JOBINVOLVEMENT,JOBLEVEL,JOBSATISFACTION,NUMCOMPANIESWORKED,OVERTIME,PERFORMANCERATING,RELATIONSHIPSATISFACTION,TOTALWORKINGYEARS,TRAININGTIMESLASTYEAR,WORKLIFEBALANCE,YEARSINCURRENTROLE,YEARSSINCELASTPROMOTION,YEARSWITHCURRMANAGER,DISTANCEFROMHQ,AGEWHENHIRED,MARITALSTATUS,PERCENTSALARYHIKE,STOCKOPTIONLEVEL,MONTHLYINCOME,DAILYRATE,HOURLYRATE,WORKLIFEBALANCESCORE,LEADERSHIPSCORE,CULTURESCORE,BENEFITS_LEAVESCORE,COMPENSATIONSCORE,HAPPINESSPERCENT,ATTRITION,MONTHLYINCOME_SDBIN
995,F,37,Masters,Medical,United States,Sales Executive,9,Non-Travel,Information Technology,Low,High,Manager,Medium,1,No,Excellent,Very High,9,6,3,5,7,7,7.0909,37,Divorced,13,Full Option Plan,8834,294.466667,36.808333,0.738,0.721,0.74,0.666,0.774,0.957211,No,0
996,F,24,Bachelors,Medical,United States,Sales Representative,2,Travel_Frequently,Sales,Very High,High,Junior Associate,Very High,0,No,Excellent,High,3,3,3,2,2,1,9.1183,21,Married,13,Large Option Plan,2400,80,10,0.753,0.628,0.869,0.644,0.748,0.825465,No,0
997,F,26,Some College,Marketing,United States,Sales Executive,5,Travel_Rarely,Sales,Low,High,Associate,Medium,1,No,Outstanding,Very High,6,5,4,3,1,4,22.1034,26,Married,20,Large Option Plan,6272,209.066667,26.133333,0.674,0.677,0.756,0.801,0.826,0.855471,No,0
998,M,25,Below College,Medical,United States,Sales Representative,7,Travel_Rarely,Sales,Medium,High,Junior Associate,High,1,No,Excellent,High,7,1,3,4,0,6,7.6074,23,Married,11,No Option Plan,2096,69.866667,8.733333,0.659,0.75,0.724,0.704,0.752,0.698784,No,0
999,M,31,Masters,Medical,United States,Sales Executive,7,Travel_Rarely,Sales,Low,Very High,Associate,Very High,4,No,Outstanding,Very High,13,4,4,7,5,7,4.7245,37,Divorced,22,Large Option Plan,5460,182,22.75,0.617,0.822,0.655,0.66,0.772,0.872888,No,0
1000,M,37,Bachelors,Marketing,United States,Sales Executive,3,Travel_Rarely,Sales,Very High,High,Associate,High,4,Yes,Excellent,High,17,3,2,0,1,0,36.3979,38,Married,11,Full Option Plan,9602,320.066667,40.008333,0.393,0.669,0.785,0.626,0.508,0.984463,No,0
1001,M,34,Bachelors,Technical Degree,United States,Sales Representative,8,Travel_Rarely,Sales,High,High,Junior Associate,High,1,Yes,Excellent,Very High,8,3,3,2,0,6,35.4074,47,Divorced,18,Large Option Plan,2579,85.966667,10.745833,0.763,0.86,0.652,0.708,0.573,0.464721,No,0
1002,M,21,Below College,Technical Degree,United States,Sales Representative,3,Travel_Rarely,Sales,High,High,Junior Associate,High,1,No,Excellent,High,3,2,3,2,1,2,21.6776,27,Single,11,No Option Plan,3447,114.9,14.3625,0.659,0.814,0.721,0.609,0.805,0.835938,No,0
1003,M,33,Masters,Marketing,United States,Sales Executive,5,Travel_Rarely,Sales,High,High,Associate,High,0,No,Excellent,Very High,6,3,3,0,1,2,21.7471,38,Divorced,12,No Option Plan,7104,236.8,29.6,0.614,0.827,0.751,0.546,0.648,0.90839,No,0
1004,M,53,Below College,Medical,United States,Sales Executive,14,Travel_Rarely,Sales,Very High,High,Associate,Low,7,No,Outstanding,Very High,18,2,4,7,8,10,14.4813,27,Single,20,No Option Plan,8381,279.366667,34.920833,0.76,0.842,0.816,0.88,0.642,0.774698,No,0
1005,F,29,Some College,Medical,United States,Sales Executive,6,Travel_Rarely,Operations,Medium,High,Associate,High,1,No,Excellent,Low,6,5,2,0,1,2,4.498,38,Married,14,Full Option Plan,5561,185.366667,23.170833,0.75,0.864,0.663,0.783,0.619,0.906653,No,0
1006,F,25,Bachelors,Life Sciences,United States,Sales Executive,3,Travel_Rarely,Operations,Very High,Very High,Associate,Medium,0,No,Outstanding,High,4,4,3,2,1,2,21.5614,39,Married,22,Full Option Plan,4851,161.7,20.2125,0.769,0.736,0.707,0.81,0.769,0.855417,No,0
1007,M,38,Masters,Marketing,United States,Sales Executive,7,Travel_Rarely,Operations,Very High,Medium,Associate,Very High,0,No,Outstanding,Low,8,2,3,7,0,5,24.079,24,Single,20,No Option Plan,4028,134.266667,16.783333,0.844,0.776,0.748,0.77,0.686,0.408035,No,0
1008,M,48,Below College,Marketing,United States,Sales Executive,2,Travel_Rarely,Operations,Medium,Very High,Associate,Medium,3,No,Excellent,Very High,12,3,3,2,2,2,35.5219,28,Married,12,No Option Plan,8120,270.666667,33.833333,0.518,0.692,0.642,0.757,0.694,0.467808,No,0
1009,M,27,Below College,Medical,United States,Sales Executive,6,Travel_Frequently,Operations,Very High,Very High,Associate,Very High,1,Yes,Outstanding,Medium,6,3,3,5,0,4,12.9321,38,Divorced,20,Large Option Plan,4647,154.9,19.3625,0.498,0.686,0.775,0.73,0.754,0.974784,No,0
1010,F,32,Bachelors,Marketing,United States,Sales Executive,10,Travel_Rarely,Sales,Very High,High,Associate,Very High,1,No,Excellent,Very High,10,2,2,7,0,8,38.357,20,Single,12,No Option Plan,5396,179.866667,22.483333,0.277,0.785,0.896,0.71,0.81,0.965339,No,0
1011,M,47,Masters,Marketing,United States,Sales Executive,7,Travel_Rarely,Sales,Very High,High,Associate,Low,2,No,Excellent,Very High,20,2,3,7,1,7,35.513,46,Single,12,No Option Plan,4960,165.333333,20.666667,0.631,0.831,0.781,0.841,0.792,0.994151,No,0
1012,F,40,Masters,Life Sciences,United States,Sales Executive,18,Travel_Frequently,Sales,Very High,Medium,Manager,Low,5,Yes,Outstanding,High,20,2,3,13,1,12,32.992,24,Married,21,Full Option Plan,10475,349.166667,43.645833,0.778,0.797,0.702,0.711,0.766,0.509066,No,0
1013,M,60,Masters,Marketing,United States,Sales Executive,2,Travel_Rarely,Sales,Low,High,Associate,Low,8,No,Excellent,Very High,10,1,3,2,2,2,37.3867,44,Single,14,No Option Plan,5405,180.166667,22.520833,0.653,0.689,0.765,0.724,0.627,0.691214,No,0
1014,M,50,Masters,Marketing,United States,Sales Representative,2,Travel_Rarely,Sales,Very High,High,Junior Associate,Medium,7,No,Excellent,Very High,4,2,3,2,2,2,28.1912,44,Married,15,Full Option Plan,3875,129.166667,16.145833,0.693,0.686,0.683,0.737,0.744,0.9488,No,0
1015,F,47,Bachelors,Medical,United States,Sales Executive,22,Travel_Frequently,Sales,Very High,High,Executive,High,9,Yes,Excellent,Very High,28,2,2,2,11,13,24.8067,20,Divorced,12,Large Option Plan,13770,459,57.375,0.755,0.715,0.693,0.736,0.52,0.889767,No,1
1016,M,30,Doctorate,Marketing,United States,Sales Executive,8,Travel_Rarely,Finance,High,High,Associate,Very High,7,No,Outstanding,Very High,10,2,2,7,7,7,32.7707,23,Divorced,23,Full Option Plan,5304,176.8,22.1,0.661,0.715,0.756,0.765,0.753,0.948017,No,0
1017,M,29,Bachelors,Life Sciences,United States,Sales Representative,1,Travel_Rarely,Finance,High,High,Junior Associate,High,1,No,Excellent,High,1,6,3,0,0,0,36.0777,36,Single,11,No Option Plan,2642,88.066667,11.008333,0.437,0.766,0.772,0.719,0.801,0.712943,No,0
1018,F,43,Bachelors,Life Sciences,United States,Sales Executive,2,Travel_Frequently,Finance,Very High,Medium,Associate,Very High,3,No,Excellent,High,7,5,3,2,2,2,32.8114,45,Married,18,Full Option Plan,6804,226.8,28.35,0.514,0.841,0.832,0.781,0.666,0.855521,No,0
1019,M,29,Bachelors,Marketing,United States,Sales Representative,2,Travel_Rarely,Finance,Very High,High,Junior Associate,Medium,1,No,Excellent,Very High,2,2,3,2,2,2,26.7541,30,Divorced,14,Large Option Plan,2297,76.566667,9.570833,0.66,0.678,0.642,0.721,0.644,0.950693,No,0
1020,M,52,Masters,Marketing,United States,Manager,34,Travel_Rarely,Finance,High,Medium,Executive,Low,1,No,Excellent,Low,34,3,4,6,1,16,21.4279,26,Married,11,No Option Plan,16856,561.866667,70.233333,0.692,0.618,0.585,0.757,0.762,0.841936,No,1
1021,M,25,Below College,Medical,United States,Sales Executive,6,Travel_Rarely,Sales,High,High,Associate,Very High,1,No,Outstanding,Medium,6,5,2,5,1,4,36.1849,34,Single,23,No Option Plan,6180,206,25.75,0.313,0.76,0.763,0.758,0.751,0.936147,No,0
1022,M,45,Some College,Technical Degree,United States,Sales Representative,8,Travel_Rarely,Sales,Medium,Low,Associate,High,0,No,Excellent,Low,9,3,3,7,3,1,35.8546,40,Single,13,No Option Plan,6632,221.066667,27.633333,0.682,0.798,0.671,0.74,0.828,0.506933,No,0
1023,M,34,Bachelors,Other,United States,Sales Executive,6,Travel_Rarely,Sales,Very High,High,Associate,Very High,1,No,Outstanding,High,6,5,3,5,1,4,38.9185,45,Single,22,No Option Plan,6274,209.133333,26.141667,0.765,0.734,0.744,0.869,0.721,0.804397,No,0
1024,M,36,Masters,Life Sciences,United States,Sales Executive,10,Non-Travel,Sales,Low,Medium,Manager,Low,1,No,Excellent,Medium,10,1,3,7,0,9,25.6166,29,Single,15,No Option Plan,7587,252.9,31.6125,0.764,0.79,0.675,0.716,0.708,0.909334,No,0
1025,M,27,Below College,Marketing,United States,Sales Executive,4,Travel_Frequently,Sales,High,High,Associate,Very High,0,No,Excellent,Medium,5,3,3,2,1,1,21.1897,38,Married,19,Full Option Plan,4342,144.733333,18.091667,0.398,0.785,0.791,0.591,0.603,0.98444,No,0
1026,M,35,Masters,Life Sciences,United States,Sales Representative,3,Travel_Rarely,Sales,Low,High,Junior Associate,Very High,1,No,Excellent,Medium,3,1,2,2,0,2,26.4311,37,Married,16,Full Option Plan,2572,85.733333,10.716667,0.477,0.675,0.551,0.684,0.672,0.951188,No,0
1027,F,34,Some College,Life Sciences,United States,Sales Executive,3,Travel_Rarely,Information Technology,High,High,Associate,Low,5,No,Excellent,Medium,6,1,3,2,1,2,31.5833,41,Married,17,Full Option Plan,6500,216.666667,27.083333,0.705,0.639,0.763,0.758,0.739,0.879071,No,0
1028,M,28,Masters,Marketing,United States,Sales Executive,8,Travel_Rarely,Information Technology,Medium,High,Associate,Medium,1,Yes,Outstanding,Low,8,2,3,7,7,5,9.2857,35,Married,20,No Option Plan,4779,159.3,19.9125,0.803,0.81,0.648,0.739,0.81,0.901807,No,0
1029,M,51,Masters,Marketing,United States,Manager,20,Travel_Rarely,Information Technology,Low,High,Executive,High,2,No,Excellent,High,29,2,2,6,4,17,22.6191,25,Married,14,Full Option Plan,16307,543.566667,67.945833,0.448,0.716,0.822,0.721,0.81,0.750043,No,1
1030,M,33,Bachelors,Medical,United States,Sales Executive,9,Travel_Rarely,Information Technology,Low,Very High,Associate,Low,1,No,Outstanding,Low,9,5,3,8,0,8,33.3559,45,Divorced,22,Full Option Plan,4037,134.566667,16.820833,0.642,0.844,0.804,0.724,0.651,0.983956,No,0
1031,F,36,Some College,Life Sciences,United States,Sales Executive,18,Travel_Rarely,Information Technology,Medium,High,Associate,Very High,1,Yes,Excellent,Very High,18,1,2,14,4,11,38.0305,19,Married,14,Full Option Plan,6201,206.7,25.8375,0.743,0.772,0.713,0.733,0.864,0.91848,No,0
1032,M,32,Masters,Life Sciences,United States,Sales Executive,5,Travel_Rarely,Information Technology,Medium,High,Associate,Very High,2,No,Excellent,High,8,3,2,2,0,3,15.9349,29,Divorced,11,Full Option Plan,4403,146.766667,18.345833,0.686,0.679,0.833,0.691,0.85,0.940168,No,0
1033,M,53,Some College,Marketing,United States,Sales Executive,5,Travel_Rarely,Sales,Low,Medium,Manager,Very High,7,Yes,Excellent,Very High,35,3,3,2,0,4,10.8409,40,Married,18,Full Option Plan,10934,364.466667,45.558333,0.81,0.817,0.889,0.887,0.672,0.453475,No,1
1034,F,45,Bachelors,Marketing,United States,Sales Executive,5,Travel_Rarely,Sales,Very High,High,Manager,Low,4,Yes,Excellent,High,18,2,3,4,0,2,30.3518,49,Divorced,12,Full Option Plan,10761,358.7,44.8375,0.753,0.685,0.782,0.772,0.887,0.828847,No,1
1035,M,37,Masters,Marketing,United States,Sales Executive,1,Travel_Rarely,Sales,Very High,Medium,Associate,High,4,No,Excellent,Very High,9,2,3,0,0,0,5.8051,38,Divorced,19,Large Option Plan,6334,211.133333,26.391667,0.854,0.902,0.748,0.693,0.721,0.938352,No,0
1036,F,25,Below College,Other,United States,Sales Executive,5,Travel_Rarely,Finance,High,High,Associate,Low,1,Yes,Excellent,Very High,5,3,3,3,0,3,36.7227,31,Married,18,No Option Plan,4194,139.8,17.475,0.283,0.847,0.686,0.801,0.642,0.904612,No,0
1037,M,25,Below College,Marketing,United States,Sales Executive,5,Travel_Rarely,Finance,High,Medium,Associate,Low,1,No,Excellent,Low,5,1,4,2,0,3,36.5478,49,Married,12,No Option Plan,4256,141.866667,17.733333,0.452,0.729,0.873,0.615,0.887,0.797918,No,0
1038,F,32,Some College,Life Sciences,United States,Sales Executive,10,Travel_Frequently,Finance,Medium,High,Associate,Medium,1,No,Excellent,Very High,10,3,3,8,5,3,32.079,47,Married,14,Full Option Plan,6524,217.466667,27.183333,0.503,0.751,0.715,0.841,0.798,0.780434,No,0
1039,M,38,Bachelors,Marketing,United States,Sales Representative,2,Travel_Rarely,Finance,Medium,Medium,Junior Associate,Medium,0,No,Excellent,Very High,3,3,3,2,1,2,39.6359,25,Married,19,Full Option Plan,2899,96.633333,12.079167,0.532,0.626,0.748,0.724,0.731,0.870553,No,0
1040,F,53,Bachelors,Marketing,United States,Sales Executive,2,Travel_Rarely,Finance,Low,High,Executive,Very High,5,No,Excellent,High,28,3,3,0,2,2,34.8553,23,Married,14,Full Option Plan,11836,394.533333,49.316667,0.726,0.753,0.604,0.776,0.641,0.344218,No,1
1041,M,37,Some College,Medical,United States,Sales Representative,5,Travel_Frequently,Sales,High,High,Junior Associate,Very High,5,No,Excellent,Medium,10,3,3,4,0,0,59.2322,25,Married,15,Full Option Plan,2973,99.1,12.3875,0.495,0.704,0.738,0.703,0.694,0.98445,No,0
1042,M,47,Some College,Marketing,United States,Sales Executive,7,Travel_Rarely,Sales,High,High,Associate,Very High,0,Yes,Outstanding,Low,8,2,3,6,7,7,58.7736,48,Married,22,Full Option Plan,4537,151.233333,18.904167,0.69,0.689,0.75,0.744,0.684,0.905869,No,0
1043,M,37,Some College,Medical,United States,Sales Executive,10,Non-Travel,Sales,Low,High,Manager,Medium,1,Yes,Excellent,Very High,10,2,3,0,0,9,48.1567,42,Single,13,No Option Plan,7642,254.733333,31.841667,0.642,0.817,0.841,0.793,0.567,0.955587,No,0
1044,F,28,Masters,Medical,United States,Sales Executive,4,Travel_Rarely,Sales,Low,High,Associate,Very High,1,No,Excellent,Medium,4,3,3,2,0,2,10.0803,35,Single,14,No Option Plan,4908,163.6,20.45,0.589,0.806,0.678,0.699,0.758,0.974913,No,0
1045,M,47,Masters,Life Sciences,United States,Sales Representative,3,Travel_Rarely,Sales,Very High,Medium,Junior Associate,Very High,1,Yes,Excellent,Low,3,3,2,2,1,2,58.0471,50,Single,18,No Option Plan,3294,109.8,13.725,0.79,0.689,0.746,0.68,0.779,0.973328,No,0
1046,M,42,Some College,Medical,United States,Sales Executive,5,Travel_Rarely,Sales,High,Medium,Associate,High,7,No,Excellent,Low,10,6,3,4,0,3,41.7084,22,Single,17,No Option Plan,6244,208.133333,26.016667,0.801,0.715,0.76,0.785,0.71,0.971751,No,0
1047,F,31,Masters,Life Sciences,United States,Sales Representative,7,Travel_Rarely,Sales,Medium,Medium,Junior Associate,High,3,No,Excellent,Medium,13,2,4,7,5,2,39.7942,23,Married,15,No Option Plan,2329,77.633333,9.704167,0.686,0.782,0.661,0.896,0.74,0.897746,No,0
1048,F,31,Some College,Marketing,United States,Sales Executive,9,Non-Travel,Sales,Very High,High,Associate,High,1,No,Excellent,Very High,9,2,2,8,0,0,51.0674,30,Married,13,Full Option Plan,6932,231.066667,28.883333,0.734,0.704,0.808,0.878,0.694,0.939485,No,0
1049,M,40,Masters,Marketing,United States,Sales Executive,1,Travel_Rarely,Information Technology,Low,Medium,Manager,Medium,2,No,Excellent,Medium,11,2,2,0,0,0,32.8982,37,Divorced,12,Full Option Plan,9705,323.5,40.4375,0.792,0.783,0.831,0.648,0.707,0.856796,No,0
1050,M,26,Bachelors,Medical,United States,Sales Executive,7,Travel_Frequently,Information Technology,High,Medium,Associate,Low,1,No,Excellent,Medium,7,2,3,7,0,7,48.2244,38,Single,12,No Option Plan,4294,143.133333,17.891667,0.78,0.717,0.715,0.764,0.732,0.945337,No,0
1051,M,29,Bachelors,Technical Degree,United States,Sales Representative,3,Travel_Frequently,Information Technology,High,High,Junior Associate,Very High,1,No,Excellent,Medium,3,5,3,1,0,2,36.2153,30,Married,15,Full Option Plan,2157,71.9,8.9875,0.52,0.704,0.721,0.827,0.691,0.903804,No,0
1052,M,35,Bachelors,Medical,United States,Sales Executive,5,Travel_Rarely,Information Technology,High,High,Associate,High,1,No,Excellent,Medium,5,3,3,2,1,0,52.5059,29,Married,16,No Option Plan,4601,153.366667,19.170833,0.505,0.792,0.744,0.897,0.887,0.851757,No,0
1053,M,53,Some College,Medical,United States,Manager,17,Travel_Rarely,Information Technology,High,High,Executive,High,6,No,Excellent,High,22,3,4,13,15,2,36.6494,35,Divorced,13,Full Option Plan,14852,495.066667,61.883333,0.56,0.657,0.814,0.743,0.869,0.870164,No,1
1054,M,30,Some College,Other,United States,Sales Executive,8,Travel_Rarely,Information Technology,High,High,Manager,High,5,No,Excellent,Low,10,2,4,4,7,7,55.3673,42,Divorced,11,Full Option Plan,7264,242.133333,30.266667,0.626,0.596,0.748,0.895,0.778,0.984337,No,0
1055,F,38,Bachelors,Technical Degree,United States,Sales Executive,5,Non-Travel,Sales,High,High,Associate,Very High,1,Yes,Excellent,Medium,6,1,3,3,1,3,11.3693,31,Single,13,No Option Plan,5666,188.866667,23.608333,0.288,0.651,0.838,0.776,0.776,0.983448,No,0
1056,F,35,Masters,Life Sciences,United States,Sales Executive,10,Travel_Rarely,Sales,Very High,High,Manager,Very High,6,No,Excellent,Medium,12,2,3,9,0,8,50.4698,35,Divorced,13,Full Option Plan,7823,260.766667,32.595833,0.627,0.771,0.899,0.692,0.683,0.983437,No,0
1057,F,39,Doctorate,Life Sciences,United States,Sales Executive,8,Travel_Rarely,Sales,Low,Very High,Manager,High,0,No,Excellent,Very High,9,3,3,7,0,7,47.6215,43,Single,18,No Option Plan,7880,262.666667,32.833333,0.681,0.81,0.725,0.697,0.734,0.472415,No,0
1058,M,36,Masters,Technical Degree,United States,Sales Executive,7,Non-Travel,Sales,Low,High,Associate,Very High,4,No,Excellent,Very High,12,3,3,7,0,7,24.9032,19,Divorced,13,Large Option Plan,5079,169.3,21.1625,0.603,0.766,0.678,0.873,0.795,0.884503,No,0
1059,M,33,Bachelors,Life Sciences,United States,Manager,10,Non-Travel,Sales,Very High,High,Executive,High,1,No,Excellent,Very High,10,2,3,8,6,0,51.4404,37,Single,11,No Option Plan,17444,581.466667,72.683333,0.828,0.695,0.909,0.785,0.79,0.718231,No,1
1060,F,47,Some College,Life Sciences,United States,Sales Executive,9,Travel_Rarely,Sales,Very High,High,Associate,Very High,1,Yes,Excellent,High,9,0,3,0,0,7,29.864,29,Single,17,No Option Plan,4163,138.766667,17.345833,0.689,0.77,0.795,0.847,0.768,0.872082,No,0
1061,M,42,Some College,Marketing,United States,Manager,1,Travel_Rarely,Sales,Very High,High,VP to C-Level,High,6,No,Excellent,Medium,21,3,4,0,0,0,52.1083,45,Married,13,No Option Plan,18303,610.1,76.2625,0.735,0.776,0.772,0.748,0.642,0.900721,No,1
1062,F,38,Masters,Life Sciences,United States,Sales Executive,1,Travel_Rarely,Operations,Medium,High,Associate,Very High,8,Yes,Excellent,High,19,1,3,0,0,0,41.3514,47,Single,12,No Option Plan,6861,228.7,28.5875,0.818,0.704,0.804,0.733,0.73,0.8178,No,0
1063,F,44,Bachelors,Medical,United States,Sales Executive,12,Travel_Rarely,Operations,Very High,Very High,Executive,Very High,3,Yes,Excellent,High,23,2,3,11,11,11,37.7058,34,Married,18,Full Option Plan,13320,444,55.5,0.88,0.841,0.678,0.766,0.666,0.623932,No,1
1064,F,50,Bachelors,Life Sciences,United States,Sales Executive,18,Non-Travel,Operations,Very High,High,Associate,High,0,No,Excellent,Low,19,3,3,7,0,13,51.175,37,Married,12,Full Option Plan,6347,211.566667,26.445833,0.791,0.742,0.827,0.75,0.551,0.971053,No,0
1065,M,33,Below College,Life Sciences,United States,Sales Representative,2,Non-Travel,Operations,Medium,Medium,Junior Associate,Very High,0,No,Excellent,Very High,3,2,2,2,2,2,57.6209,26,Single,19,No Option Plan,2342,78.066667,9.758333,0.298,0.664,0.847,0.705,0.677,0.973825,No,0
1066,M,45,Some College,Life Sciences,United States,Manager,9,Travel_Rarely,Operations,Very High,High,Executive,Very High,3,No,Excellent,Medium,26,4,4,3,1,1,48.9147,35,Married,13,Full Option Plan,17650,588.333333,73.541667,0.274,0.772,0.801,0.798,0.73,0.839605,No,1
1067,F,34,Masters,Marketing,United States,Sales Executive,15,Travel_Rarely,Sales,Medium,Very High,Associate,Very High,0,No,Excellent,Very High,16,2,2,1,0,9,32.8024,22,Divorced,11,Full Option Plan,9725,324.166667,40.520833,0.737,0.63,0.689,0.734,0.644,0.839767,No,0
1068,M,59,Some College,Technical Degree,United States,Manager,6,Travel_Rarely,Sales,Medium,High,Manager,Very High,3,Yes,Excellent,High,14,1,1,4,0,4,46.1068,40,Married,14,Full Option Plan,11904,396.8,49.6,0.75,0.756,0.705,0.817,0.559,0.917792,No,1
1069,F,53,Bachelors,Marketing,United States,Sales Executive,15,Travel_Frequently,Sales,High,Medium,Manager,Medium,2,No,Excellent,Low,30,2,3,7,6,12,46.111,28,Married,12,Full Option Plan,7525,250.833333,31.354167,0.764,0.782,0.689,0.839,0.805,0.81834,No,0
1070,M,34,Masters,Life Sciences,United States,Sales Representative,1,Travel_Rarely,Sales,High,High,Junior Associate,High,1,Yes,Excellent,Very High,1,2,3,1,0,0,59.6617,47,Married,19,Full Option Plan,2220,74,9.25,0.67,0.545,0.784,0.79,0.86,0.841425,No,0
1071,M,28,Below College,Medical,United States,Sales Representative,1,Travel_Rarely,Sales,Very High,High,Junior Associate,Medium,1,No,Outstanding,Medium,1,5,3,0,0,0,59.978,42,Married,22,No Option Plan,1052,35.066667,4.383333,0.864,0.652,0.715,0.742,0.764,0.820117,No,-1
1072,F,40,Bachelors,Marketing,United States,Sales Executive,7,Travel_Rarely,Finance,High,High,Associate,Low,1,No,Excellent,Medium,8,3,2,7,7,5,47.9175,37,Married,14,Full Option Plan,8396,279.866667,34.983333,0.701,0.766,0.625,0.677,0.786,0.962195,No,0
1073,M,54,Masters,Life Sciences,United States,Sales Executive,9,Travel_Rarely,Finance,High,Medium,Manager,High,6,No,Excellent,Medium,13,4,3,4,7,0,57.1957,42,Married,11,Full Option Plan,10686,356.2,44.525,0.667,0.93,0.703,0.647,0.842,0.936803,No,1
1074,F,43,Bachelors,Medical,United States,Sales Executive,1,Travel_Rarely,Finance,High,Medium,Manager,Very High,5,No,Excellent,High,18,5,3,0,0,0,31.855,29,Divorced,13,Full Option Plan,10798,359.933333,44.991667,0.841,0.53,0.662,0.668,0.864,0.972601,No,1
1075,M,37,Masters,Life Sciences,United States,Sales Executive,1,Travel_Rarely,Finance,Very High,Medium,Associate,Very High,2,Yes,Excellent,High,8,5,3,0,0,0,49.9257,26,Divorced,14,Small Option Plan,6694,223.133333,27.891667,0.491,0.901,0.633,0.656,0.895,0.772149,No,0
1076,F,33,Bachelors,Life Sciences,United States,Sales Executive,3,Travel_Frequently,Finance,Very High,High,Associate,Medium,0,No,Excellent,High,4,3,3,2,0,2,58.6061,49,Married,17,Full Option Plan,4302,143.4,17.925,0.786,0.527,0.666,0.765,0.776,0.990697,No,0
1077,F,45,Masters,Life Sciences,United States,Sales Executive,15,Non-Travel,Sales,Medium,Medium,Associate,High,1,No,Excellent,Very High,15,2,3,10,4,12,36.6163,39,Married,13,Full Option Plan,5593,186.433333,23.304167,0.645,0.782,0.689,0.75,0.782,0.984376,No,0
1078,F,38,Masters,Marketing,United States,Sales Executive,8,Travel_Rarely,Sales,High,Medium,Manager,High,0,Yes,Excellent,Medium,9,2,3,7,2,7,53.4255,35,Divorced,14,Large Option Plan,8740,291.333333,36.416667,0.667,0.895,0.665,0.739,0.847,0.559352,No,0
1079,M,46,Below College,Marketing,United States,Manager,12,Travel_Rarely,Sales,Low,High,Executive,High,3,No,Excellent,Very High,23,3,3,9,4,9,32.6461,39,Married,12,Full Option Plan,17465,582.166667,72.770833,0.85,0.723,0.794,0.838,0.623,0.983985,No,1
1080,M,38,Some College,Marketing,United States,Sales Executive,1,Travel_Rarely,Sales,Very High,High,Manager,Medium,7,No,Excellent,High,10,2,3,0,0,0,35.5149,45,Single,16,No Option Plan,7351,245.033333,30.629167,0.758,0.712,0.505,0.913,0.693,0.927662,No,0
1081,M,31,Bachelors,Life Sciences,United States,Sales Representative,2,Travel_Frequently,Information Technology,High,Very High,Junior Associate,Very High,0,No,Excellent,Low,3,4,3,2,2,2,38.191,36,Married,12,Full Option Plan,2791,93.033333,11.629167,0.73,0.777,0.635,0.766,0.762,0.984307,No,0
1082,F,35,Some College,Marketing,United States,Sales Executive,5,Travel_Frequently,Information Technology,Very High,High,Associate,Very High,1,No,Excellent,Very High,5,3,3,2,0,2,59.7227,26,Divorced,11,Full Option Plan,4968,165.6,20.7,0.432,0.61,0.669,0.679,0.729,0.951583,No,0
1083,M,49,Masters,Technical Degree,United States,Sales Executive,9,Travel_Rarely,Information Technology,Very High,Medium,Executive,Medium,6,No,Excellent,Medium,22,3,3,8,2,3,16.6313,35,Married,17,Full Option Plan,13120,437.333333,54.666667,0.79,0.48,0.771,0.725,0.57,0.825068,No,1
1084,M,34,Below College,Life Sciences,United States,Sales Executive,6,Travel_Rarely,Information Technology,Medium,High,Associate,High,1,No,Outstanding,Low,6,3,2,5,1,3,33.6651,19,Married,20,No Option Plan,5714,190.466667,23.808333,0.758,0.73,0.682,0.772,0.618,0.695366,No,0
1085,M,42,Masters,Marketing,United States,Sales Executive,6,Travel_Rarely,Information Technology,Medium,High,Associate,Low,7,No,Excellent,Very High,9,3,4,4,1,5,41.1214,49,Single,13,No Option Plan,5155,171.833333,21.479167,0.083,0.752,0.801,0.729,0.689,0.61702,No,0
1086,F,30,Bachelors,Marketing,United States,Sales Executive,10,Travel_Rarely,Information Technology,High,Medium,Associate,High,1,No,Excellent,Low,10,3,3,3,1,4,49.4604,34,Married,18,Full Option Plan,6578,219.266667,27.408333,0.368,0.682,0.69,0.873,0.661,0.828383,No,0
1087,F,32,Below College,Life Sciences,United States,Sales Representative,1,Non-Travel,Sales,High,High,Junior Associate,Low,1,No,Excellent,High,1,3,3,0,0,0,54.4642,22,Divorced,12,Small Option Plan,2827,94.233333,11.779167,0.448,0.736,0.834,0.838,0.851,0.803668,No,0
1088,M,46,Bachelors,Marketing,United States,Manager,26,Travel_Rarely,Sales,High,High,Executive,Low,8,No,Outstanding,Low,28,2,3,15,15,9,38.316,26,Married,23,No Option Plan,17048,568.266667,71.033333,0.692,0.772,0.805,0.806,0.677,0.557025,No,1
1089,M,30,Masters,Life Sciences,United States,Sales Executive,4,Travel_Rarely,Sales,High,High,Associate,Low,8,No,Excellent,High,8,3,3,3,0,3,79.1534,34,Divorced,19,Small Option Plan,4115,137.166667,17.145833,0.481,0.818,0.832,0.689,0.679,0.977677,No,0
